full_date,day_of_week_en,day,month_en,year,country,holiday_name,season
11/1/2019,Friday,1,November,2019,Mayotte,All Saints' Day,Optional Holiday
11/10/2019,Sunday,10,November,2019,Mayotte,The Prophet's Birthday,Optional Holiday
11/11/2019,Monday,11,November,2019,Mayotte,Armistice Day,Optional Holiday
12/22/2019,Sunday,22,December,2019,Mayotte,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Mayotte,Christmas Day,Optional Holiday
1/1/2019,Tuesday,1,January,2019,Mexico,New Year's Day,National holiday
1/6/2019,Sunday,6,January,2019,Mexico,Day of the Holy Kings,Observance
2/2/2019,Saturday,2,February,2019,Mexico,Candlemas,Observance
2/4/2019,Monday,4,February,2019,Mexico,Day off for Constitution Day,National holiday
2/5/2019,Tuesday,5,February,2019,Mexico,Constitution Day,National holiday
2/14/2019,Thursday,14,February,2019,Mexico,Valentine's Day,Observance
2/24/2019,Sunday,24,February,2019,Mexico,Flag Day,Observance
3/6/2019,Wednesday,6,March,2019,Mexico,Ash Wednesday,"Observance, Christian"
3/18/2019,Monday,18,March,2019,Mexico,Oil Expropriation Day,Observance
3/18/2019,Monday,18,March,2019,Mexico,Day off for Benito Ju<U+00E1>rez's Birthday Memorial,National holiday
3/20/2019,Wednesday,20,March,2019,Mexico,March Equinox,Season
3/21/2019,Thursday,21,March,2019,Mexico,Benito Ju<U+00E1>rez's Birthday Memorial,National holiday
4/14/2019,Sunday,14,April,2019,Mexico,Palm Sunday,"Observance, Christian"
4/18/2019,Thursday,18,April,2019,Mexico,Maundy Thursday,Bank holiday
4/19/2019,Friday,19,April,2019,Mexico,Good Friday,Bank holiday
4/20/2019,Saturday,20,April,2019,Mexico,Holy Saturday,Observance
4/21/2019,Sunday,21,April,2019,Mexico,Easter Sunday,"Observance, Christian"
4/30/2019,Tuesday,30,April,2019,Mexico,Children's Day,Observance
5/1/2019,Wednesday,1,May,2019,Mexico,Labor Day / May Day,National holiday
5/5/2019,Sunday,5,May,2019,Mexico,Battle of Puebla (Cinco de Mayo),Common local holiday
5/10/2019,Friday,10,May,2019,Mexico,Mother's Day,Observance
5/15/2019,Wednesday,15,May,2019,Mexico,Teacher's Day,Observance
5/30/2019,Thursday,30,May,2019,Mexico,Ascension Day,Observance
6/9/2019,Sunday,9,June,2019,Mexico,Whit Sunday,Observance
6/16/2019,Sunday,16,June,2019,Mexico,Father's Day,Observance
6/20/2019,Thursday,20,June,2019,Mexico,Corpus Christi,Observance
6/21/2019,Friday,21,June,2019,Mexico,June Solstice,Season
8/15/2019,Thursday,15,August,2019,Mexico,Assumption of Mary,Observance
9/15/2019,Sunday,15,September,2019,Mexico,Shout of Dolores,Observance
9/16/2019,Monday,16,September,2019,Mexico,Independence Day,National holiday
9/23/2019,Monday,23,September,2019,Mexico,September Equinox,Season
10/12/2019,Saturday,12,October,2019,Mexico,Columbus Day,Observance
10/31/2019,Thursday,31,October,2019,Mexico,Halloween,Observance
11/1/2019,Friday,1,November,2019,Mexico,All Saints' Day,Observance
11/2/2019,Saturday,2,November,2019,Mexico,All Souls' Day,Observance
11/18/2019,Monday,18,November,2019,Mexico,Day off for Revolution Day Memorial,National holiday
11/20/2019,Wednesday,20,November,2019,Mexico,Revolution Day Memorial,National holiday
11/24/2019,Sunday,24,November,2019,Mexico,Christ the King Day,Observance
12/8/2019,Sunday,8,December,2019,Mexico,Feast of the Immaculate Conception,Observance
12/12/2019,Thursday,12,December,2019,Mexico,Day of the Virgin of Guadalupe,Bank holiday
12/21/2019,Saturday,21,December,2019,Mexico,December Solstice,Season
12/24/2019,Tuesday,24,December,2019,Mexico,Christmas Eve,"Observance, Christian"
12/25/2019,Wednesday,25,December,2019,Mexico,Christmas Day,"National holiday, Christian"
12/28/2019,Saturday,28,December,2019,Mexico,Day of the Holy Innocents,Observance
12/31/2019,Tuesday,31,December,2019,Mexico,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Micronesia,New Year's Day,Public Holiday
1/11/2019,Friday,11,January,2019,Micronesia,Kosrae Constitution Day,Local holiday
3/1/2019,Friday,1,March,2019,Micronesia,Yap Day,Local holiday
3/21/2019,Thursday,21,March,2019,Micronesia,March Equinox,Season
3/31/2019,Sunday,31,March,2019,Micronesia,Micronesia Culture Day (Chuuk & Pohnpei),Local holiday
4/1/2019,Monday,1,April,2019,Micronesia,Micronesia Culture Day (Chuuk & Pohnpei) observed,Local holiday
4/19/2019,Friday,19,April,2019,Micronesia,Good Friday,Local holiday
5/10/2019,Friday,10,May,2019,Micronesia,Constitution Day,Public Holiday
6/22/2019,Saturday,22,June,2019,Micronesia,June Solstice,Season
8/21/2019,Wednesday,21,August,2019,Micronesia,Gospel Day (Kosrae),Local holiday
9/8/2019,Sunday,8,September,2019,Micronesia,Kosrae Liberation Day,Local holiday
9/9/2019,Monday,9,September,2019,Micronesia,Kosrae Liberation Day observed,Local holiday
9/11/2019,Wednesday,11,September,2019,Micronesia,Pohnpei Liberation Day,Local holiday
9/23/2019,Monday,23,September,2019,Micronesia,September Equinox,Season
10/1/2019,Tuesday,1,October,2019,Micronesia,Chuuk Constitution Day,Local holiday
10/24/2019,Thursday,24,October,2019,Micronesia,United Nations Day,Public Holiday
11/3/2019,Sunday,3,November,2019,Micronesia,Independence Day,Public Holiday
11/4/2019,Monday,4,November,2019,Micronesia,Independence Day observed,Public Holiday
11/8/2019,Friday,8,November,2019,Micronesia,Pohnpei Constitution Day,Local holiday
11/11/2019,Monday,11,November,2019,Micronesia,Veterans of Foreign Wars Day,Public Holiday
11/28/2019,Thursday,28,November,2019,Micronesia,Thanksgiving,Local holiday
12/22/2019,Sunday,22,December,2019,Micronesia,December Solstice,Season
12/24/2019,Tuesday,24,December,2019,Micronesia,Yap Constitution Day,Local holiday
12/25/2019,Wednesday,25,December,2019,Micronesia,Christmas Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Moldova,New Year's Day,National holiday
1/7/2019,Monday,7,January,2019,Moldova,Orthodox Christmas Day,"National holiday, Orthodox"
1/8/2019,Tuesday,8,January,2019,Moldova,Orthodox Christmas Day holiday,"National holiday, Orthodox"
2/14/2019,Thursday,14,February,2019,Moldova,Valentine's Day,Observance
3/1/2019,Friday,1,March,2019,Moldova,Martisor (first day of spring),Observance
3/8/2019,Friday,8,March,2019,Moldova,International Women's Day,National holiday
3/20/2019,Wednesday,20,March,2019,Moldova,March Equinox,Season
3/31/2019,Sunday,31,March,2019,Moldova,Daylight Saving Time starts,Clock change/Daylight Saving Time
4/13/2019,Saturday,13,April,2019,Moldova,Special working day,Observance
4/26/2019,Friday,26,April,2019,Moldova,Orthodox Good Friday,"Observance, Orthodox"
4/27/2019,Saturday,27,April,2019,Moldova,Orthodox Holy Saturday,"Observance, Orthodox"
4/27/2019,Saturday,27,April,2019,Moldova,State Flag Day,Observance
4/28/2019,Sunday,28,April,2019,Moldova,Orthodox Easter Sunday,"National holiday, Orthodox"
4/29/2019,Monday,29,April,2019,Moldova,Orthodox Easter Monday,"National holiday, Orthodox"
4/30/2019,Tuesday,30,April,2019,Moldova,Orthodox Easter Monday holiday,National holiday
5/1/2019,Wednesday,1,May,2019,Moldova,International Day of Solidarity of Workers,National holiday
5/6/2019,Monday,6,May,2019,Moldova,Memorial Day/Parents' Day,National holiday
5/9/2019,Thursday,9,May,2019,Moldova,Victory Day,National holiday
5/9/2019,Thursday,9,May,2019,Moldova,Europe Day,Observance
5/10/2019,Friday,10,May,2019,Moldova,Victory Day holiday,National holiday
5/15/2019,Wednesday,15,May,2019,Moldova,Family Day,Observance
5/18/2019,Saturday,18,May,2019,Moldova,Special Working Day,Observance
5/22/2019,Wednesday,22,May,2019,Moldova,B<U+0103>l<U+021B>i Day,Local holiday
5/26/2019,Sunday,26,May,2019,Moldova,Dniester Day,Observance
6/1/2019,Saturday,1,June,2019,Moldova,International Children's Day,National holiday
6/5/2019,Wednesday,5,June,2019,Moldova,World Environment Day,Observance
6/21/2019,Friday,21,June,2019,Moldova,June Solstice,Season
6/23/2019,Sunday,23,June,2019,Moldova,Statehood Day,Observance
7/29/2019,Monday,29,July,2019,Moldova,Constitution Day,Observance
8/17/2019,Saturday,17,August,2019,Moldova,Special Working Day,Observance
8/26/2019,Monday,26,August,2019,Moldova,Independence Day holiday,National holiday
8/27/2019,Tuesday,27,August,2019,Moldova,Independence Day,National holiday
8/31/2019,Saturday,31,August,2019,Moldova,Language Day,National holiday
9/23/2019,Monday,23,September,2019,Moldova,September Equinox,Season
10/5/2019,Saturday,5,October,2019,Moldova,Wine Day (Day 1),Observance
10/6/2019,Sunday,6,October,2019,Moldova,Wine Day (Day 2),Observance
10/14/2019,Monday,14,October,2019,Moldova,Chi<U+0219>in<U+0103>u Day,Local holiday
10/27/2019,Sunday,27,October,2019,Moldova,Daylight Saving Time ends,Clock change/Daylight Saving Time
10/31/2019,Thursday,31,October,2019,Moldova,Halloween,Observance
11/21/2019,Thursday,21,November,2019,Moldova,Cahul Day,Local holiday
12/10/2019,Tuesday,10,December,2019,Moldova,International Human Rights Day,Observance
12/22/2019,Sunday,22,December,2019,Moldova,December Solstice,Season
12/24/2019,Tuesday,24,December,2019,Moldova,Christmas Eve,Observance
12/25/2019,Wednesday,25,December,2019,Moldova,Christmas Day,National holiday
12/31/2019,Tuesday,31,December,2019,Moldova,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Monaco,New Year's Day,National holiday
1/27/2019,Sunday,27,January,2019,Monaco,Saint D<U+00E9>vote's Day,National holiday
3/20/2019,Wednesday,20,March,2019,Monaco,March Equinox,Season
3/31/2019,Sunday,31,March,2019,Monaco,Daylight Saving Time starts,Clock change/Daylight Saving Time
4/19/2019,Friday,19,April,2019,Monaco,Good Friday,Observance
4/20/2019,Saturday,20,April,2019,Monaco,Holy Saturday,Observance
4/21/2019,Sunday,21,April,2019,Monaco,Easter Sunday,Observance
4/22/2019,Monday,22,April,2019,Monaco,Easter Monday,National holiday
5/1/2019,Wednesday,1,May,2019,Monaco,Labour Day/May Day,National holiday
5/30/2019,Thursday,30,May,2019,Monaco,Ascension Day,National holiday
6/9/2019,Sunday,9,June,2019,Monaco,Whit Sunday,Observance
6/10/2019,Monday,10,June,2019,Monaco,Whit Monday,National holiday
6/20/2019,Thursday,20,June,2019,Monaco,Corpus Christi,National holiday
6/21/2019,Friday,21,June,2019,Monaco,June Solstice,Season
8/15/2019,Thursday,15,August,2019,Monaco,Assumption of Mary,National holiday
9/23/2019,Monday,23,September,2019,Monaco,September Equinox,Season
10/27/2019,Sunday,27,October,2019,Monaco,Daylight Saving Time ends,Clock change/Daylight Saving Time
11/1/2019,Friday,1,November,2019,Monaco,All Saints' Day,National holiday
11/19/2019,Tuesday,19,November,2019,Monaco,National Day,National holiday
12/8/2019,Sunday,8,December,2019,Monaco,Feast of the Immaculate Conception,National holiday
12/22/2019,Sunday,22,December,2019,Monaco,December Solstice,Season
12/24/2019,Tuesday,24,December,2019,Monaco,Christmas Eve,Observance
12/25/2019,Wednesday,25,December,2019,Monaco,Christmas Day,National holiday
12/31/2019,Tuesday,31,December,2019,Monaco,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Mongolia,New Year,Public Holiday
1/13/2019,Sunday,13,January,2019,Mongolia,Constitution Day,Observance
2/5/2019,Tuesday,5,February,2019,Mongolia,Lunar New Year's Day,Public Holiday
2/6/2019,Wednesday,6,February,2019,Mongolia,Second Day of Lunar New Year,Public Holiday
2/7/2019,Thursday,7,February,2019,Mongolia,Third Day of Lunar New Year,Public Holiday
2/14/2019,Thursday,14,February,2019,Mongolia,Valentine's Day,Observance
3/1/2019,Friday,1,March,2019,Mongolia,Patriots' Day,Observance
3/8/2019,Friday,8,March,2019,Mongolia,International Women's Day,Public Holiday
3/18/2019,Monday,18,March,2019,Mongolia,Soldiers' Day,Observance
3/21/2019,Thursday,21,March,2019,Mongolia,March Equinox,Season
4/7/2019,Sunday,7,April,2019,Mongolia,Health Day,Observance
4/26/2019,Friday,26,April,2019,Mongolia,Intellectual Property Day,Observance
5/15/2019,Wednesday,15,May,2019,Mongolia,Family Day,Observance
6/1/2019,Saturday,1,June,2019,Mongolia,Children's Day,Public Holiday
6/21/2019,Friday,21,June,2019,Mongolia,June Solstice,Season
7/10/2019,Wednesday,10,July,2019,Mongolia,Political Flag Day,Observance
7/11/2019,Thursday,11,July,2019,Mongolia,Naadam Holiday (National Day),Public Holiday
7/12/2019,Friday,12,July,2019,Mongolia,Naadam Holiday (National Day),Public Holiday
7/13/2019,Saturday,13,July,2019,Mongolia,Naadam Holiday (National Day),Public Holiday
7/14/2019,Sunday,14,July,2019,Mongolia,Naadam Holiday (National Day),Public Holiday
7/15/2019,Monday,15,July,2019,Mongolia,Naadam Holiday (National Day),Public Holiday
8/25/2019,Sunday,25,August,2019,Mongolia,Youth's Day,Observance
9/10/2019,Tuesday,10,September,2019,Mongolia,Repression Victims' Day,Observance
9/23/2019,Monday,23,September,2019,Mongolia,September Equinox,Season
10/1/2019,Tuesday,1,October,2019,Mongolia,Elders' Day,Observance
10/29/2019,Tuesday,29,October,2019,Mongolia,Capital City Day,Observance
11/26/2019,Tuesday,26,November,2019,Mongolia,Republic's Day,Public Holiday
11/27/2019,Wednesday,27,November,2019,Mongolia,Genghis Khan Day,Public Holiday
12/10/2019,Tuesday,10,December,2019,Mongolia,Human Rights Day,Observance
12/22/2019,Sunday,22,December,2019,Mongolia,December Solstice,Season
12/29/2019,Sunday,29,December,2019,Mongolia,Independence Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Montenegro,New Year's Day,National holiday
1/2/2019,Wednesday,2,January,2019,Montenegro,New Year's Day Holiday,National holiday
1/6/2019,Sunday,6,January,2019,Montenegro,Orthodox Christmas Eve,Optional holiday
1/7/2019,Monday,7,January,2019,Montenegro,Orthodox Christmas Day,Optional holiday
1/8/2019,Tuesday,8,January,2019,Montenegro,Orthodox Christmas Day Holiday,Optional holiday
3/20/2019,Wednesday,20,March,2019,Montenegro,March Equinox,Season
4/19/2019,Friday,19,April,2019,Montenegro,Good Friday,Optional holiday
4/22/2019,Monday,22,April,2019,Montenegro,Easter Monday,Optional holiday
4/26/2019,Friday,26,April,2019,Montenegro,Orthodox Good Friday,Optional holiday
4/28/2019,Sunday,28,April,2019,Montenegro,Passover,Optional holiday
4/28/2019,Sunday,28,April,2019,Montenegro,Orthodox Easter Sunday,Optional holiday
4/29/2019,Monday,29,April,2019,Montenegro,Passover Holiday,Optional holiday
4/29/2019,Monday,29,April,2019,Montenegro,Orthodox Easter Monday,Optional holiday
5/1/2019,Wednesday,1,May,2019,Montenegro,Labour Day/May Day,National holiday
5/2/2019,Thursday,2,May,2019,Montenegro,Labour Day/May Day Holiday,National holiday
5/21/2019,Tuesday,21,May,2019,Montenegro,Independence Day,National holiday
5/22/2019,Wednesday,22,May,2019,Montenegro,Independence Day Holiday,National holiday
6/4/2019,Tuesday,4,June,2019,Montenegro,Ramdan Bayram,Optional holiday
6/5/2019,Wednesday,5,June,2019,Montenegro,Ramdan Bayram Holiday,Optional holiday
6/6/2019,Thursday,6,June,2019,Montenegro,Ramdan Bayram Holiday,Optional holiday
6/21/2019,Friday,21,June,2019,Montenegro,June Solstice,Season
7/13/2019,Saturday,13,July,2019,Montenegro,Statehood Day,National holiday
7/14/2019,Sunday,14,July,2019,Montenegro,Statehood Day Holiday,National holiday
7/15/2019,Monday,15,July,2019,Montenegro,Statehood Day Holiday observed,National holiday
8/11/2019,Sunday,11,August,2019,Montenegro,Kurban Bayram,Optional holiday
8/12/2019,Monday,12,August,2019,Montenegro,Kurban Bayram Holiday,Optional holiday
8/13/2019,Tuesday,13,August,2019,Montenegro,Kurban Bayram Holiday,Optional holiday
9/23/2019,Monday,23,September,2019,Montenegro,September Equinox,Season
10/8/2019,Tuesday,8,October,2019,Montenegro,Yom Kippur,Optional holiday
10/9/2019,Wednesday,9,October,2019,Montenegro,Yom Kippur Holiday,Optional holiday
11/1/2019,Friday,1,November,2019,Montenegro,All Saint's Day,Optional holiday
12/22/2019,Sunday,22,December,2019,Montenegro,December Solstice,Season
12/31/2019,Tuesday,31,December,2019,Montenegro,New Year's Eve,Observance
1/1/2019,Tuesday,1,January,2019,Montserrat,New Year's Day,Public Holiday
3/17/2019,Sunday,17,March,2019,Montserrat,St. Patrick's Day,Public Holiday
3/18/2019,Monday,18,March,2019,Montserrat,St. Patrick's Day observed,Public Holiday
3/20/2019,Wednesday,20,March,2019,Montserrat,March Equinox,Season
4/19/2019,Friday,19,April,2019,Montserrat,Good Friday,Public Holiday
4/22/2019,Monday,22,April,2019,Montserrat,Easter Monday,Public Holiday
5/6/2019,Monday,6,May,2019,Montserrat,Labour Day,Public Holiday
6/10/2019,Monday,10,June,2019,Montserrat,Whit Monday,Public Holiday
6/10/2019,Monday,10,June,2019,Montserrat,Queen's Birthday Celebration,Public Holiday
6/21/2019,Friday,21,June,2019,Montserrat,June Solstice,Season
8/5/2019,Monday,5,August,2019,Montserrat,Emancipation Day,Public Holiday
9/23/2019,Monday,23,September,2019,Montserrat,September Equinox,Season
12/22/2019,Sunday,22,December,2019,Montserrat,December Solstice,Season
12/25/2019,Wednesday,25,December,2019,Montserrat,Christmas Day,Public Holiday
12/26/2019,Thursday,26,December,2019,Montserrat,Boxing Day,Public Holiday
12/31/2019,Tuesday,31,December,2019,Montserrat,Festival Day,Public Holiday
1/1/2019,Tuesday,1,January,2019,Morocco,New Year's Day,National holiday
1/11/2019,Friday,11,January,2019,Morocco,Anniversary of the Independence Manifesto,National holiday
3/20/2019,Wednesday,20,March,2019,Morocco,March Equinox,Season
5/1/2019,Wednesday,1,May,2019,Morocco,Labour Day/May Day,National holiday
5/5/2019,Sunday,5,May,2019,Morocco,Daylight Saving Time ends,Clock change/Daylight Saving Time
6/5/2019,Wednesday,5,June,2019,Morocco,Eid al-Fitr,National holiday
6/6/2019,Thursday,6,June,2019,Morocco,Eid al-Fitr holiday,National holiday
6/7/2019,Friday,7,June,2019,Morocco,Eid al-Fitr holiday,Government Holiday
6/9/2019,Sunday,9,June,2019,Morocco,Daylight Saving Time starts,Clock change/Daylight Saving Time
6/21/2019,Friday,21,June,2019,Morocco,June Solstice,Season
7/30/2019,Tuesday,30,July,2019,Morocco,Feast of the Throne,National holiday
8/12/2019,Monday,12,August,2019,Morocco,Eid al-Adha,National holiday
8/13/2019,Tuesday,13,August,2019,Morocco,Eid al-Adha holiday,National holiday
8/14/2019,Wednesday,14,August,2019,Morocco,Anniversary of the Recovery Oued Ed-Dahab,National holiday
8/20/2019,Tuesday,20,August,2019,Morocco,Anniversary of the Revolution of the King and the People,National holiday
8/21/2019,Wednesday,21,August,2019,Morocco,Youth Day,National holiday
8/31/2019,Saturday,31,August,2019,Morocco,Hijra New Year,National holiday
9/23/2019,Monday,23,September,2019,Morocco,September Equinox,Season
11/6/2019,Wednesday,6,November,2019,Morocco,Anniversary of the Green March,National holiday
11/10/2019,Sunday,10,November,2019,Morocco,The Prophet Muhammad's Birthday,National holiday
11/11/2019,Monday,11,November,2019,Morocco,The Prophet Muhammad's Birthday holiday,Government Holiday
11/18/2019,Monday,18,November,2019,Morocco,Independence Day,National holiday
12/22/2019,Sunday,22,December,2019,Morocco,December Solstice,Season
1/1/2019,Tuesday,1,January,2019,Mozambique,New Year,Public Holiday
2/3/2019,Sunday,3,February,2019,Mozambique,Mozambican Heroes Day,Public Holiday
2/4/2019,Monday,4,February,2019,Mozambique,Mozambican Heroes Day observed,Public Holiday
